T_MeV,mu_MeV,rho,xi
124.0,314.874016,0.76,0.4
124.0,315.136261,0.77,0.4
124.0,315.392023,0.78,0.4
124.0,315.641481,0.79,0.4
124.0,315.884808,0.8,0.4
124.0,316.353734,0.82,0.4
124.0,316.800065,0.84,0.4
124.0,317.224977,0.86,0.4
124.0,317.629571,0.88,0.4
124.0,318.014874,0.9,0.4
124.0,318.381849,0.92,0.4
124.0,318.731398,0.94,0.4
124.0,319.064371,0.96,0.4
124.0,319.381566,0.98,0.4
124.0,319.683739,1.0,0.4
124.0,319.971601,1.02,0.4
124.0,320.245827,1.04,0.4
124.0,320.507055,1.06,0.4
124.0,320.755891,1.08,0.4
124.0,320.992913,1.1,0.4
124.0,321.218668,1.12,0.4
124.0,321.433681,1.14,0.4
124.0,321.638452,1.16,0.4
124.0,321.833459,1.18,0.4
124.0,322.01916,1.2,0.4
124.0,322.195994,1.22,0.4
124.0,322.364384,1.24,0.4
124.0,322.524738,1.26,0.4
124.0,322.677445,1.28,0.4
124.0,322.822885,1.3,0.4
124.0,322.961424,1.32,0.4
124.0,323.093415,1.34,0.4
124.0,323.219202,1.36,0.4
124.0,323.339119,1.38,0.4
124.0,323.45349,1.4,0.4
124.0,323.562632,1.42,0.4
124.0,323.666852,1.44,0.4
124.0,323.766453,1.46,0.4
124.0,323.861731,1.48,0.4
124.0,323.952975,1.5,0.4
124.0,324.040469,1.52,0.4
124.0,324.124495,1.54,0.4
124.0,324.205327,1.56,0.4
124.0,324.283238,1.58,0.4
124.0,324.358497,1.6,0.4
124.0,324.431372,1.62,0.4
124.0,324.502126,1.64,0.4
124.0,324.571023,1.66,0.4
124.0,324.638323,1.68,0.4
124.0,324.704288,1.7,0.4
124.0,324.769176,1.72,0.4
124.0,324.833248,1.74,0.4
124.0,324.896763,1.76,0.4
124.0,324.959982,1.78,0.4
124.0,325.023166,1.8,0.4
124.0,325.086577,1.82,0.4
124.0,325.150478,1.84,0.4
124.0,325.215137,1.86,0.4
124.0,325.28082,1.88,0.4
124.0,325.347797,1.9,0.4
124.0,325.416342,1.92,0.4
124.0,325.486729,1.94,0.4
124.0,325.559239,1.96,0.4
124.0,325.634152,1.98,0.4
124.0,325.711755,2.0,0.4
124.0,325.792338,2.02,0.4
124.0,325.876192,2.04,0.4
124.0,325.963616,2.06,0.4
124.0,326.054909,2.08,0.4
124.0,326.150379,2.1,0.4
124.0,326.250332,2.12,0.4
124.0,326.355083,2.14,0.4
124.0,326.464947,2.16,0.4
124.0,326.580244,2.18,0.4
124.0,326.701298,2.2,0.4
124.0,326.828435,2.22,0.4
124.0,326.961982,2.24,0.4
124.0,327.102271,2.26,0.4
124.0,327.249631,2.28,0.4
124.0,327.404394,2.3,0.4
124.0,327.566891,2.32,0.4
124.0,327.737452,2.34,0.4
124.0,327.916402,2.36,0.4
124.0,328.104063,2.38,0.4
124.0,328.300752,2.4,0.4
124.0,328.506779,2.42,0.4
124.0,328.722444,2.44,0.4
124.0,328.948037,2.46,0.4
124.0,329.183836,2.48,0.4
124.0,329.430103,2.5,0.4
124.0,329.687085,2.52,0.4
124.0,329.955008,2.54,0.4
124.0,330.234081,2.56,0.4
124.0,330.524486,2.58,0.4
124.0,330.826382,2.6,0.4
124.0,331.139902,2.62,0.4
124.0,331.465147,2.64,0.4
124.0,331.802191,2.66,0.4
124.0,332.151076,2.68,0.4
124.0,332.511809,2.7,0.4
124.0,332.884366,2.72,0.4
124.0,333.268689,2.74,0.4
124.0,333.664684,2.76,0.4
124.0,334.072226,2.78,0.4
124.0,334.491156,2.8,0.4
124.0,334.921283,2.82,0.4
124.0,335.362387,2.84,0.4
124.0,335.814217,2.86,0.4
124.0,336.276499,2.88,0.4
124.0,336.748932,2.9,0.4
124.0,337.231195,2.92,0.4
124.0,337.722947,2.94,0.4
124.0,338.223832,2.96,0.4
124.0,338.73348,2.98,0.4
124.0,339.25151,3.0,0.4
124.0,324.24463,1.57,0.4
124.0,324.321182,1.59,0.4
124.0,324.395216,1.61,0.4
124.0,324.466998,1.63,0.4
124.0,324.53679,1.65,0.4
124.0,324.604856,1.67,0.4
124.0,324.671456,1.69,0.4
124.0,324.73685,1.71,0.4
124.0,324.801298,1.73,0.4
124.0,324.865059,1.75,0.4
124.0,324.928393,1.77,0.4
124.0,324.991562,1.79,0.4
124.0,325.054826,1.81,0.4
124.0,325.11845,1.83,0.4
124.0,325.182696,1.85,0.4
124.0,325.247833,1.87,0.4
124.0,325.314129,1.89,0.4
124.0,325.381856,1.91,0.4
124.0,325.451288,1.93,0.4
124.0,325.522701,1.95,0.4
124.0,325.596377,1.97,0.4
124.0,325.6726,1.99,0.4
124.5,-0.0,0.0,0.4
124.5,99.300519,0.0025,0.4
124.5,127.728995,0.005,0.4
124.5,144.429331,0.0075,0.4
124.5,156.273204,0.01,0.4
124.5,165.447897,0.0125,0.4
124.5,172.932105,0.015,0.4
124.5,179.248953,0.0175,0.4
124.5,184.711038,0.02,0.4
124.5,189.520121,0.0225,0.4
124.5,193.814027,0.025,0.4
124.5,197.691087,0.0275,0.4
124.5,201.223922,0.03,0.4
124.5,204.467689,0.0325,0.4
124.5,207.465268,0.035,0.4
124.5,210.250654,0.0375,0.4
124.5,212.851256,0.04,0.4
124.5,215.289492,0.0425,0.4
124.5,217.583935,0.045,0.4
124.5,219.750143,0.0475,0.4
124.5,221.801278,0.05,0.4
124.5,223.748575,0.0525,0.4
124.5,225.601701,0.055,0.4
124.5,227.369032,0.0575,0.4
124.5,229.057876,0.06,0.4
124.5,230.674644,0.0625,0.4
124.5,232.224993,0.065,0.4
124.5,233.71394,0.0675,0.4
124.5,235.145953,0.07,0.4
124.5,236.525031,0.0725,0.4
124.5,237.854765,0.075,0.4
124.5,239.138395,0.0775,0.4
124.5,240.378849,0.08,0.4
124.5,241.578786,0.0825,0.4
124.5,242.740628,0.085,0.4
124.5,243.866586,0.0875,0.4
124.5,244.958682,0.09,0.4
124.5,246.018775,0.0925,0.4
124.5,247.048572,0.095,0.4
124.5,248.04965,0.0975,0.4
124.5,249.023463,0.1,0.4
124.5,249.971361,0.1025,0.4
124.5,250.894593,0.105,0.4
124.5,251.794322,0.1075,0.4
124.5,252.67163,0.11,0.4
124.5,253.527525,0.1125,0.4
124.5,254.362951,0.115,0.4
124.5,255.178789,0.1175,0.4
124.5,255.975866,0.12,0.4
124.5,256.754955,0.1225,0.4
124.5,257.516785,0.125,0.4
124.5,258.262041,0.1275,0.4
124.5,258.991368,0.13,0.4
124.5,259.705373,0.1325,0.4
124.5,260.404631,0.135,0.4
124.5,261.089683,0.1375,0.4
124.5,261.761043,0.14,0.4
124.5,262.419196,0.1425,0.4
124.5,263.064603,0.145,0.4
124.5,263.6977,0.1475,0.4
124.5,264.318903,0.15,0.4
124.5,265.527181,0.155,0.4
124.5,266.692368,0.16,0.4
124.5,267.817123,0.165,0.4
124.5,268.903866,0.17,0.4
124.5,269.95481,0.175,0.4
124.5,270.971976,0.18,0.4
124.5,271.957224,0.185,0.4
124.5,272.91226,0.19,0.4
124.5,273.838662,0.195,0.4
124.5,274.737884,0.2,0.4
124.5,275.611274,0.205,0.4
124.5,276.460084,0.21,0.4
124.5,277.285475,0.215,0.4
124.5,278.08853,0.22,0.4
124.5,278.870257,0.225,0.4
124.5,279.6316,0.23,0.4
124.5,280.373439,0.235,0.4
124.5,281.096601,0.24,0.4
124.5,281.80186,0.245,0.4
124.5,282.489946,0.25,0.4
124.5,283.161542,0.255,0.4
124.5,283.817293,0.26,0.4
124.5,284.457807,0.265,0.4
124.5,285.083658,0.27,0.4
124.5,285.695389,0.275,0.4
124.5,286.293512,0.28,0.4
124.5,286.878513,0.285,0.4
124.5,287.450852,0.29,0.4
124.5,288.010967,0.295,0.4
124.5,288.559271,0.3,0.4
124.5,289.622007,0.31,0.4
124.5,290.64199,0.32,0.4
124.5,291.621879,0.33,0.4
124.5,292.564096,0.34,0.4
124.5,293.470851,0.35,0.4
124.5,294.344168,0.36,0.4
124.5,295.185905,0.37,0.4
124.5,295.997769,0.38,0.4
124.5,296.781338,0.39,0.4
124.5,297.538067,0.4,0.4
124.5,298.269304,0.41,0.4
124.5,298.9763,0.42,0.4
124.5,299.660218,0.43,0.4
124.5,300.322139,0.44,0.4
124.5,300.963074,0.45,0.4
124.5,301.583965,0.46,0.4
124.5,302.185694,0.47,0.4
124.5,302.769088,0.48,0.4
124.5,303.334923,0.49,0.4
124.5,303.883926,0.5,0.4
124.5,304.416784,0.51,0.4
124.5,304.934141,0.52,0.4
124.5,305.436606,0.53,0.4
124.5,305.924754,0.54,0.4
124.5,306.399127,0.55,0.4
124.5,306.86024,0.56,0.4
124.5,307.308579,0.57,0.4
124.5,307.744606,0.58,0.4
124.5,308.168757,0.59,0.4
124.5,308.581449,0.6,0.4
124.5,308.983077,0.61,0.4
124.5,309.374016,0.62,0.4
124.5,309.754626,0.63,0.4
124.5,310.125247,0.64,0.4
124.5,310.486204,0.65,0.4
124.5,310.837809,0.66,0.4
124.5,311.180357,0.67,0.4
124.5,311.514134,0.68,0.4
124.5,311.839409,0.69,0.4
124.5,312.156444,0.7,0.4
124.5,312.465486,0.71,0.4
124.5,312.766774,0.72,0.4
124.5,313.060538,0.73,0.4
124.5,313.346996,0.74,0.4
124.5,313.62636,0.75,0.4
124.5,313.898831,0.76,0.4
124.5,314.164606,0.77,0.4
124.5,314.423871,0.78,0.4
124.5,314.676806,0.79,0.4
124.5,314.923586,0.8,0.4
124.5,315.399342,0.82,0.4
124.5,315.852407,0.84,0.4
124.5,316.283962,0.86,0.4
124.5,316.695111,0.88,0.4
124.5,317.086883,0.9,0.4
124.5,317.460244,0.92,0.4
124.5,317.816099,0.94,0.4
124.5,318.155299,0.96,0.4
124.5,318.478646,0.98,0.4
124.5,318.786895,1.0,0.4
124.5,319.080761,1.02,0.4
124.5,319.360918,1.04,0.4
124.5,319.628007,1.06,0.4
124.5,319.882636,1.08,0.4
124.5,320.125381,1.1,0.4
124.5,320.356792,1.12,0.4
124.5,320.577395,1.14,0.4
124.5,320.787688,1.16,0.4
124.5,320.988151,1.18,0.4
124.5,321.179243,1.2,0.4
124.5,321.361403,1.22,0.4
124.5,321.535053,1.24,0.4
124.5,321.700601,1.26,0.4
124.5,321.858438,1.28,0.4
124.5,322.008942,1.3,0.4
124.5,322.152478,1.32,0.4
124.5,322.289401,1.34,0.4
124.5,322.420054,1.36,0.4
124.5,322.544768,1.38,0.4
124.5,322.663869,1.4,0.4
124.5,322.777672,1.42,0.4
124.5,322.886485,1.44,0.4
124.5,322.990609,1.46,0.4
124.5,323.090338,1.48,0.4
124.5,323.185961,1.5,0.4
124.5,323.277761,1.52,0.4
124.5,323.366018,1.54,0.4
124.5,323.451006,1.56,0.4
124.5,323.532996,1.58,0.4
124.5,323.612256,1.6,0.4
124.5,323.689051,1.62,0.4
124.5,323.763644,1.64,0.4
124.5,323.836296,1.66,0.4
124.5,323.907266,1.68,0.4
124.5,323.976813,1.7,0.4
124.5,324.045195,1.72,0.4
124.5,324.112669,1.74,0.4
124.5,324.179493,1.76,0.4
124.5,324.245925,1.78,0.4
124.5,324.312223,1.8,0.4
124.5,324.378647,1.82,0.4
124.5,324.445459,1.84,0.4
124.5,324.512921,1.86,0.4
124.5,324.581299,1.88,0.4
124.5,324.650859,1.9,0.4
124.5,324.721871,1.92,0.4
124.5,324.794608,1.94,0.4
124.5,324.869345,1.96,0.4
124.5,324.946361,1.98,0.4
124.5,325.025938,2.0,0.4
124.5,325.108363,2.02,0.4
124.5,325.193924,2.04,0.4
124.5,325.282915,2.06,0.4
124.5,325.375633,2.08,0.4
124.5,325.472379,2.1,0.4
124.5,325.573459,2.12,0.4
124.5,325.679182,2.14,0.4
124.5,325.78986,2.16,0.4
124.5,325.905809,2.18,0.4
124.5,326.027349,2.2,0.4
124.5,326.154802,2.22,0.4
124.5,326.288493,2.24,0.4
124.5,326.428749,2.26,0.4
124.5,326.575896,2.28,0.4
124.5,326.730265,2.3,0.4
124.5,326.892184,2.32,0.4
124.5,327.061978,2.34,0.4
124.5,327.239973,2.36,0.4
124.5,327.42649,2.38,0.4
124.5,327.621845,2.4,0.4
124.5,327.826347,2.42,0.4
124.5,328.040297,2.44,0.4
124.5,328.263987,2.46,0.4
124.5,328.497697,2.48,0.4
124.5,328.741692,2.5,0.4
124.5,328.996224,2.52,0.4
124.5,329.261523,2.54,0.4
124.5,329.537804,2.56,0.4
124.5,329.825257,2.58,0.4
124.5,330.124048,2.6,0.4
124.5,330.434319,2.62,0.4
124.5,330.756182,2.64,0.4
124.5,331.089721,2.66,0.4
124.5,331.43499,2.68,0.4
124.5,331.79201,2.7,0.4
124.5,332.160768,2.72,0.4
124.5,332.54122,2.74,0.4
124.5,332.933287,2.76,0.4
124.5,333.336858,2.78,0.4
124.5,333.751787,2.8,0.4
124.5,334.177899,2.82,0.4
124.5,334.614987,2.84,0.4
124.5,335.062815,2.86,0.4
124.5,335.521119,2.88,0.4
124.5,335.989613,2.9,0.4
124.5,336.467987,2.92,0.4
124.5,336.955911,2.94,0.4
124.5,337.453038,2.96,0.4
124.5,337.959007,2.98,0.4
124.5,338.473447,3.0,0.4
124.5,323.572951,1.59,0.4
124.5,323.650945,1.61,0.4
124.5,323.726606,1.63,0.4
124.5,323.800196,1.65,0.4
124.5,323.871975,1.67,0.4
124.5,323.942202,1.69,0.4
124.5,324.011134,1.71,0.4
124.5,324.07903,1.73,0.4
124.5,324.146146,1.75,0.4
124.5,324.212742,1.77,0.4
124.5,324.279074,1.79,0.4
124.5,324.345403,1.81,0.4
124.5,324.411988,1.83,0.4
124.5,324.479092,1.85,0.4
124.5,324.546979,1.87,0.4
124.5,324.615914,1.89,0.4
124.5,324.686166,1.91,0.4
124.5,324.758007,1.93,0.4
124.5,324.831709,1.95,0.4
124.5,324.90755,1.97,0.4
124.5,324.985812,1.99,0.4
125.0,-0.0,0.0,0.4
125.0,97.316358,0.0025,0.4
125.0,125.827956,0.005,0.4
125.0,142.589903,0.0075,0.4
125.0,154.479764,0.01,0.4
125.0,163.690855,0.0125,0.4
125.0,171.205119,0.015,0.4
125.0,177.547545,0.0175,0.4
125.0,183.031887,0.02,0.4
125.0,187.860673,0.0225,0.4
125.0,192.172253,0.025,0.4
125.0,196.06534,0.0275,0.4
125.0,199.612837,0.03,0.4
125.0,202.870119,0.0325,0.4
125.0,205.880234,0.035,0.4
125.0,208.677312,0.0375,0.4
125.0,211.288869,0.04,0.4
125.0,213.737412,0.0425,0.4
125.0,216.041589,0.045,0.4
125.0,218.217019,0.0475,0.4
125.0,220.276916,0.05,0.4
125.0,222.23256,0.0525,0.4
125.0,224.093657,0.055,0.4
125.0,225.868616,0.0575,0.4
125.0,227.564774,0.06,0.4
125.0,229.188568,0.0625,0.4
125.0,230.745677,0.065,0.4
125.0,232.241139,0.0675,0.4
125.0,233.679439,0.07,0.4
125.0,235.064593,0.0725,0.4
125.0,236.400206,0.075,0.4
125.0,237.689529,0.0775,0.4
125.0,238.935504,0.08,0.4
125.0,240.140801,0.0825,0.4
125.0,241.30785,0.085,0.4
125.0,242.438871,0.0875,0.4
125.0,243.535896,0.09,0.4
125.0,244.600789,0.0925,0.4
125.0,245.635265,0.095,0.4
125.0,246.640908,0.0975,0.4
125.0,247.619177,0.1,0.4
125.0,248.571427,0.1025,0.4
125.0,249.498913,0.105,0.4
125.0,250.402802,0.1075,0.4
125.0,251.28418,0.11,0.4
125.0,252.14406,0.1125,0.4
125.0,252.983389,0.115,0.4
125.0,253.803053,0.1175,0.4
125.0,254.603879,0.12,0.4
125.0,255.386647,0.1225,0.4
125.0,256.152087,0.125,0.4
125.0,256.900887,0.1275,0.4
125.0,257.633694,0.13,0.4
125.0,258.351118,0.1325,0.4
125.0,259.053737,0.135,0.4
125.0,259.742093,0.1375,0.4
125.0,260.416702,0.14,0.4
125.0,261.078052,0.1425,0.4
125.0,261.726606,0.145,0.4
125.0,262.3628,0.1475,0.4
125.0,262.987053,0.15,0.4
125.0,264.201296,0.155,0.4
125.0,265.372276,0.16,0.4
125.0,266.502664,0.165,0.4
125.0,267.59489,0.17,0.4
125.0,268.651173,0.175,0.4
125.0,269.673546,0.18,0.4
125.0,270.663873,0.185,0.4
125.0,271.62387,0.19,0.4
125.0,272.555118,0.195,0.4
125.0,273.45908,0.2,0.4
125.0,274.337109,0.205,0.4
125.0,275.190459,0.21,0.4
125.0,276.020299,0.215,0.4
125.0,276.827714,0.22,0.4
125.0,277.613718,0.225,0.4
125.0,278.379257,0.23,0.4
125.0,279.125215,0.235,0.4
125.0,279.852424,0.24,0.4
125.0,280.561659,0.245,0.4
125.0,281.253653,0.25,0.4
125.0,281.929093,0.255,0.4
125.0,282.588626,0.26,0.4
125.0,283.232863,0.265,0.4
125.0,283.86238,0.27,0.4
125.0,284.47772,0.275,0.4
125.0,285.0794,0.28,0.4
125.0,285.667907,0.285,0.4
125.0,286.243703,0.29,0.4
125.0,286.807226,0.295,0.4
125.0,287.358893,0.3,0.4
125.0,288.428223,0.31,0.4
125.0,289.454635,0.32,0.4
125.0,290.440797,0.33,0.4
125.0,291.389141,0.34,0.4
125.0,292.301887,0.35,0.4
125.0,293.181066,0.36,0.4
125.0,294.028542,0.37,0.4
125.0,294.846033,0.38,0.4
125.0,295.635118,0.39,0.4
125.0,296.397261,0.4,0.4
125.0,297.133814,0.41,0.4
125.0,297.846034,0.42,0.4
125.0,298.535087,0.43,0.4
125.0,299.20206,0.44,0.4
125.0,299.847967,0.45,0.4
125.0,300.473753,0.46,0.4
125.0,301.080306,0.47,0.4
125.0,301.668453,0.48,0.4
125.0,302.238974,0.49,0.4
125.0,302.7926,0.5,0.4
125.0,303.330019,0.51,0.4
125.0,303.851879,0.52,0.4
125.0,304.35879,0.53,0.4
125.0,304.85133,0.54,0.4
125.0,305.330044,0.55,0.4
125.0,305.795446,0.56,0.4
125.0,306.248027,0.57,0.4
125.0,306.688247,0.58,0.4
125.0,307.116548,0.59,0.4
125.0,307.533346,0.6,0.4
125.0,307.939037,0.61,0.4
125.0,308.334,0.62,0.4
125.0,308.718593,0.63,0.4
125.0,309.093159,0.64,0.4
125.0,309.458025,0.65,0.4
125.0,309.813502,0.66,0.4
125.0,310.159889,0.67,0.4
125.0,310.497469,0.68,0.4
125.0,310.826516,0.69,0.4
125.0,311.147289,0.7,0.4
125.0,311.46004,0.71,0.4
125.0,311.765006,0.72,0.4
125.0,312.062417,0.73,0.4
125.0,312.352495,0.74,0.4
125.0,312.63545,0.75,0.4
125.0,312.911486,0.76,0.4
125.0,313.180797,0.77,0.4
125.0,313.443573,0.78,0.4
125.0,313.699994,0.79,0.4
125.0,313.950234,0.8,0.4
125.0,314.432838,0.82,0.4
125.0,314.892656,0.84,0.4
125.0,315.330875,0.86,0.4
125.0,315.7486,0.88,0.4
125.0,316.146863,0.9,0.4
125.0,316.526633,0.92,0.4
125.0,316.888818,0.94,0.4
125.0,317.234271,0.96,0.4
125.0,317.563796,0.98,0.4
125.0,317.878149,1.0,0.4
125.0,318.178046,1.02,0.4
125.0,318.464165,1.04,0.4
125.0,318.737145,1.06,0.4
125.0,318.997597,1.08,0.4
125.0,319.246097,1.1,0.4
125.0,319.483198,1.12,0.4
125.0,319.709423,1.14,0.4
125.0,319.925273,1.16,0.4
125.0,320.131229,1.18,0.4
125.0,320.327747,1.2,0.4
125.0,320.51527,1.22,0.4
125.0,320.694218,1.24,0.4
125.0,320.864999,1.26,0.4
125.0,321.028005,1.28,0.4
125.0,321.183613,1.3,0.4
125.0,321.332189,1.32,0.4
125.0,321.474085,1.34,0.4
125.0,321.609645,1.36,0.4
125.0,321.739201,1.38,0.4
125.0,321.863077,1.4,0.4
125.0,321.981586,1.42,0.4
125.0,322.095038,1.44,0.4
125.0,322.20373,1.46,0.4
125.0,322.307958,1.48,0.4
125.0,322.408008,1.5,0.4
125.0,322.504164,1.52,0.4
125.0,322.596702,1.54,0.4
125.0,322.685897,1.56,0.4
125.0,322.772017,1.58,0.4
125.0,322.85533,1.6,0.4
125.0,322.936099,1.62,0.4
125.0,323.014585,1.64,0.4
125.0,323.091047,1.66,0.4
125.0,323.165743,1.68,0.4
125.0,323.238931,1.7,0.4
125.0,323.310864,1.72,0.4
125.0,323.3818,1.74,0.4
125.0,323.451992,1.76,0.4
125.0,323.521698,1.78,0.4
125.0,323.591173,1.8,0.4
125.0,323.660675,1.82,0.4
125.0,323.730461,1.84,0.4
125.0,323.800793,1.86,0.4
125.0,323.871933,1.88,0.4
125.0,323.944144,1.9,0.4
125.0,324.017694,1.92,0.4
125.0,324.092851,1.94,0.4
125.0,324.169889,1.96,0.4
125.0,324.249082,1.98,0.4
125.0,324.330709,2.0,0.4
125.0,324.415053,2.02,0.4
125.0,324.502399,2.04,0.4
125.0,324.593038,2.06,0.4
125.0,324.687262,2.08,0.4
125.0,324.78537,2.1,0.4
125.0,324.887663,2.12,0.4
125.0,324.994445,2.14,0.4
125.0,325.106026,2.16,0.4
125.0,325.222717,2.18,0.4
125.0,325.344835,2.2,0.4
125.0,325.472699,2.22,0.4
125.0,325.606629,2.24,0.4
125.0,325.746949,2.26,0.4
125.0,325.893984,2.28,0.4
125.0,326.048059,2.3,0.4
125.0,326.2095,2.32,0.4
125.0,326.378632,2.34,0.4
125.0,326.555777,2.36,0.4
125.0,326.741255,2.38,0.4
125.0,326.935381,2.4,0.4
125.0,327.138465,2.42,0.4
125.0,327.350807,2.44,0.4
125.0,327.572702,2.46,0.4
125.0,327.804429,2.48,0.4
125.0,328.046259,2.5,0.4
125.0,328.298445,2.52,0.4
125.0,328.561224,2.54,0.4
125.0,328.834816,2.56,0.4
125.0,329.119416,2.58,0.4
125.0,329.4152,2.6,0.4
125.0,329.722316,2.62,0.4
125.0,330.040888,2.64,0.4
125.0,330.371011,2.66,0.4
125.0,330.712748,2.68,0.4
125.0,331.066132,2.7,0.4
125.0,331.431166,2.72,0.4
125.0,331.807816,2.74,0.4
125.0,332.196019,2.76,0.4
125.0,332.595677,2.78,0.4
125.0,333.006659,2.8,0.4
125.0,333.428804,2.82,0.4
125.0,333.861917,2.84,0.4
125.0,334.305778,2.86,0.4
125.0,334.760137,2.88,0.4
125.0,335.224719,2.9,0.4
125.0,335.699225,2.92,0.4
125.0,336.183337,2.94,0.4
125.0,336.676719,2.96,0.4
125.0,337.179019,2.98,0.4
125.0,337.689872,3.0,0.4
125.0,322.975611,1.63,0.4
125.0,323.053053,1.65,0.4
125.0,323.1286,1.67,0.4
125.0,323.20251,1.69,0.4
125.0,323.275038,1.71,0.4
125.0,323.346441,1.73,0.4
125.0,323.416973,1.75,0.4
125.0,323.48689,1.77,0.4
125.0,323.556448,1.79,0.4
125.0,323.625904,1.81,0.4
125.0,323.695516,1.83,0.4
125.0,323.765543,1.85,0.4
125.0,323.836246,1.87,0.4
125.0,323.907888,1.89,0.4
125.0,323.980735,1.91,0.4
125.0,324.055055,1.93,0.4
125.0,324.131118,1.95,0.4
125.0,324.209198,1.97,0.4
125.5,-0.0,0.0,0.4
125.5,95.325735,0.0025,0.4
125.5,123.916543,0.005,0.4
125.5,140.739336,0.0075,0.4
125.5,152.67491,0.01,0.4
125.5,161.922269,0.0125,0.4
125.5,169.466515,0.015,0.4
125.5,175.834473,0.0175,0.4
125.5,181.341041,0.02,0.4
125.5,186.189504,0.0225,0.4
125.5,190.518739,0.025,0.4
125.5,194.427838,0.0275,0.4
125.5,197.989985,0.03,0.4
125.5,201.260771,0.0325,0.4
125.5,204.283412,0.035,0.4
125.5,207.092173,0.0375,0.4
125.5,209.714676,0.04,0.4
125.5,212.173519,0.0425,0.4
125.5,214.487422,0.045,0.4
125.5,216.672066,0.0475,0.4
125.5,218.740719,0.05,0.4
125.5,220.704704,0.0525,0.4
125.5,222.573765,0.055,0.4
125.5,224.356346,0.0575,0.4
125.5,226.059812,0.06,0.4
125.5,227.690626,0.0625,0.4
125.5,229.25449,0.065,0.4
125.5,230.756461,0.0675,0.4
125.5,232.201043,0.07,0.4
125.5,233.592266,0.0725,0.4
125.5,234.933752,0.075,0.4
125.5,236.228764,0.0775,0.4
125.5,237.480255,0.08,0.4
125.5,238.690906,0.0825,0.4
125.5,239.863157,0.085,0.4
125.5,240.999236,0.0875,0.4
125.5,242.101184,0.09,0.4
125.5,243.170872,0.0925,0.4
125.5,244.210023,0.095,0.4
125.5,245.220225,0.0975,0.4
125.5,246.202946,0.1,0.4
125.5,247.159543,0.1025,0.4
125.5,248.091278,0.105,0.4
125.5,248.999322,0.1075,0.4
125.5,249.884765,0.11,0.4
125.5,250.748626,0.1125,0.4
125.5,251.591854,0.115,0.4
125.5,252.415338,0.1175,0.4
125.5,253.21991,0.12,0.4
125.5,254.006352,0.1225,0.4
125.5,254.775397,0.125,0.4
125.5,255.527737,0.1275,0.4
125.5,256.264019,0.13,0.4
125.5,256.984859,0.1325,0.4
125.5,257.690833,0.135,0.4
125.5,258.382489,0.1375,0.4
125.5,259.060344,0.14,0.4
125.5,259.724886,0.1425,0.4
125.5,260.376582,0.145,0.4
125.5,261.015869,0.1475,0.4
125.5,261.643168,0.15,0.4
125.5,262.863367,0.155,0.4
125.5,264.040132,0.16,0.4
125.5,265.176144,0.165,0.4
125.5,266.273844,0.17,0.4
125.5,267.33546,0.175,0.4
125.5,268.363031,0.18,0.4
125.5,269.358431,0.185,0.4
125.5,270.32338,0.19,0.4
125.5,271.259469,0.195,0.4
125.5,272.168163,0.2,0.4
125.5,273.050822,0.205,0.4
125.5,273.908706,0.21,0.4
125.5,274.742987,0.215,0.4
125.5,275.554756,0.22,0.4
125.5,276.345029,0.225,0.4
125.5,277.114758,0.23,0.4
125.5,277.86483,0.235,0.4
125.5,278.596078,0.24,0.4
125.5,279.309283,0.245,0.4
125.5,280.00518,0.25,0.4
125.5,280.684458,0.255,0.4
125.5,281.347767,0.26,0.4
125.5,281.99572,0.265,0.4
125.5,282.628896,0.27,0.4
125.5,283.247841,0.275,0.4
125.5,283.853072,0.28,0.4
125.5,284.44508,0.285,0.4
125.5,285.024326,0.29,0.4
125.5,285.591253,0.295,0.4
125.5,286.146278,0.3,0.4
125.5,287.222193,0.31,0.4
125.5,288.255023,0.32,0.4
125.5,289.24745,0.33,0.4
125.5,290.201913,0.34,0.4
125.5,291.120641,0.35,0.4
125.5,292.005673,0.36,0.4
125.5,292.858883,0.37,0.4
125.5,293.681991,0.38,0.4
125.5,294.476587,0.39,0.4
125.5,295.244138,0.4,0.4
125.5,295.986002,0.41,0.4
125.5,296.70344,0.42,0.4
125.5,297.397624,0.43,0.4
125.5,298.069644,0.44,0.4
125.5,298.720519,0.45,0.4
125.5,299.351197,0.46,0.4
125.5,299.962569,0.47,0.4
125.5,300.555467,0.48,0.4
125.5,301.130672,0.49,0.4
125.5,301.688918,0.5,0.4
125.5,302.230897,0.51,0.4
125.5,302.757258,0.52,0.4
125.5,303.268615,0.53,0.4
125.5,303.765547,0.54,0.4
125.5,304.2486,0.55,0.4
125.5,304.718292,0.56,0.4
125.5,305.175114,0.57,0.4
125.5,305.61953,0.58,0.4
125.5,306.051982,0.59,0.4
125.5,306.472887,0.6,0.4
125.5,306.882645,0.61,0.4
125.5,307.281633,0.62,0.4
125.5,307.670212,0.63,0.4
125.5,308.048727,0.64,0.4
125.5,308.417505,0.65,0.4
125.5,308.776858,0.66,0.4
125.5,309.127087,0.67,0.4
125.5,309.468476,0.68,0.4
125.5,309.801298,0.69,0.4
125.5,310.125816,0.7,0.4
125.5,310.44228,0.71,0.4
125.5,310.750929,0.72,0.4
125.5,311.051995,0.73,0.4
125.5,311.345699,0.74,0.4
125.5,311.632252,0.75,0.4
125.5,311.911858,0.76,0.4
125.5,312.184715,0.77,0.4
125.5,312.451009,0.78,0.4
