xi,v5_baseline_count,endpoint_count,v5_last_mu_MeV,endpoint_first_mu_MeV,endpoint_last_mu_MeV,gap_v5_last_to_endpoint_first_MeV,v5_first_excluded_mu_MeV,cep_proxy_mu_MeV,endpoint_gap_to_CEP_proxy_MeV,endpoint_proxy_relation,interpretation
-0.5,10,2,198.9442342272965,200.64153290896468,201.49018224979875,1.6972986816681725,221.04914914144055,202.33883159063282,0.8486493408340721,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.3625,14,2,324.73200471034784,329.47356098835417,331.84433912735733,4.741556278006328,349.7113896880669,334.2151172663605,2.370778139003164,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.375,14,2,325.08287441571474,330.3186472156868,332.93653361567283,5.23577279997204,350.0892493707697,335.5544200156588,2.6178863999859914,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.38125,14,2,325.25720073012593,330.719250520829,333.45027541618055,5.462049790703077,350.27698540167404,336.1813003115321,2.7310248953515384,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.3875,14,2,325.430783386121,331.1510472826145,334.0111792308613,5.72026389649352,350.46392056966874,336.87131117910803,2.86013194824676,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.39375,14,2,325.60363603415556,331.57938352178695,334.5672572656026,5.975747487631395,350.65006957524446,337.55513100941835,2.987873743815726,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.4,14,2,325.77577449700306,331.9668125874106,335.06233163261436,6.191038090407517,350.835449458311,338.15785067781815,3.095519045203787,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.4125,14,2,326.11788819680453,332.81133137009937,336.1580529567468,6.693443173294838,351.2038795965587,339.5047745433942,3.3467215866473907,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.425,14,2,326.45719936038,333.60635639537213,337.1809349128682,7.149157034992129,351.5692916188708,340.75551343036426,3.574578517496036,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.43125,14,2,326.6258174601036,334.0152728974759,337.710000616162,7.389455437372305,351.75088034165003,341.4047283348482,3.694727718686181,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.4375,14,2,326.7937489249138,334.420941822289,338.23453827097666,7.62719289737521,351.9317296114457,342.0481347196643,3.8135964486876333,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.44375,14,2,326.96099647794665,334.8233920042799,338.75458976744653,7.862395526333273,352.1118423608657,342.6857875306132,3.931197763166665,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.45,14,2,327.1275758998586,335.22265851871043,339.2701998281364,8.095082618851848,352.29123558446304,343.31774113756234,4.047541309425924,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.4625,14,2,327.4587286270137,336.01174818577647,340.2882579651578,8.553019558762742,352.64786159832244,344.56476774453915,4.2765097793813425,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.475,14,2,327.7872596163663,336.81781926028174,341.3330990822394,9.03055964391541,353.0016642022407,345.84837890419715,4.5152798219577335,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.4875,14,2,328.11318686384254,337.61042970988984,342.35905113291346,9.4972428460473,353.35266277644587,347.10767255593714,4.748621423023678,below_CEP_proxy,overlay extends native crossover support; no implicit connector
0.5,14,2,328.43656797883654,338.4178529606079,343.40849545149354,9.981284981771353,353.70091936182394,348.39913794237924,4.990642490885705,below_CEP_proxy,overlay extends native crossover support; no implicit connector
