path,kind,role,classification,occurrence_count,reference_tokens,active,retirement_blocker,decision
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/README.md,historical_or_metadata_reference,migration_or_audit_tooling,historical_evidence,1,legacy_phase_reference_v1,False,False,not_an_active_runtime_consumer
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/consumer_reference_map.csv,historical_or_metadata_reference,migration_or_audit_tooling,historical_evidence,3,"--phase-reference-mode legacy,legacy_phase_reference_v1",False,False,not_an_active_runtime_consumer
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/consumer_smoke.csv,historical_or_metadata_reference,migration_or_audit_tooling,historical_evidence,1,legacy_phase_reference_v1,False,False,not_an_active_runtime_consumer
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/reference_inventory.csv,historical_or_metadata_reference,migration_or_audit_tooling,historical_evidence,4,--phase-reference-mode legacy,False,False,not_an_active_runtime_consumer
docs/analysis/relaxtime/issue130_rs_transport_formal_raw_promotion_v1/README.md,historical_or_metadata_reference,fallback_or_rollback,historical_evidence,1,--phase-reference-mode legacy,False,False,not_an_active_runtime_consumer
docs/analysis/relaxtime/issue130_rs_transport_formal_raw_promotion_v1/manifest.json,historical_or_metadata_reference,fallback_or_rollback,historical_evidence,1,--phase-reference-mode legacy,False,False,not_an_active_runtime_consumer
docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/README.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,data/reference/pnjl/boundary.csv,False,False,not_an_active_runtime_consumer
docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/claim_ledger.csv,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,data/reference/pnjl/boundary.csv,False,False,not_an_active_runtime_consumer
docs/dev/active/2026-08-23_Issue130_RS_phase-reference_adapter_parity.md,governance_reference,task_or_governance_record,active_governance,2,"--phase-reference-mode legacy,legacy_phase_reference_v1",True,False,retain_as_governance_evidence
docs/dev/active/2026-08-23_Issue130_phase-reference-runtime-switch.md,governance_reference,task_or_governance_record,active_governance,3,"--phase-reference-mode legacy,legacy_phase_reference_v1",True,False,retain_as_governance_evidence
docs/dev/active/2026-08-24_Issue130_phase-reference-retirement.md,governance_reference,task_or_governance_record,active_governance,2,"--phase-reference-mode legacy,legacy_phase_reference_v1",True,False,retain_as_governance_evidence
docs/dev/active/2026-08-27_Issue130_RS_publication_clean_and_old_reference_retirement.md,governance_reference,task_or_governance_record,active_governance,1,--phase-reference-mode legacy,True,False,retain_as_governance_evidence
docs/dev/active/2026-08-28_Issue130_PNJL_legacy_phase-reference_retirement_and_physical_cleanup.md,governance_reference,task_or_governance_record,active_governance,3,legacy_phase_reference_v1,True,False,retain_as_governance_evidence
docs/dev/active/2026-08-28_Issue130_RS_old_reference_retirement_audit.md,governance_reference,task_or_governance_record,active_governance,2,"--phase-reference-mode legacy,legacy_phase_reference_v1",True,False,retain_as_governance_evidence
docs/dev/archived/2026-01-19_PNJL_Solver_Refactoring_Notes.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,3,"data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv",False,False,not_an_active_runtime_consumer
docs/dev/archived/2026-05-07_弛豫时间相图邻域扫描与data资产任务单.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,data/reference/pnjl/crossover_dense.csv,False,False,not_an_active_runtime_consumer
docs/dev/archived/2026-05-08_PNJL dense reference CI与artifact固化任务单.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,3,"data/reference/pnjl/crossover_dense.csv,data/reference/pnjl/phase_reference_dense_manifest.json",False,False,not_an_active_runtime_consumer
docs/dev/archived/2026-05-30_P1论文图后端能力任务单.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,data/reference/pnjl/spinodals.csv,False,False,not_an_active_runtime_consumer
docs/dev/archived/2026-07-04_Figure4正式PNJL相图生产任务单.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,3,"data/reference/pnjl/boundary.csv,data/reference/pnjl/crossover_dense.csv,data/reference/pnjl/spinodals.csv",False,False,not_an_active_runtime_consumer
docs/dev/archived/2026-08-28_Issue130_RS_old_reference_physical_deletion.md,historical_or_metadata_reference,legacy_path_contract,historical_evidence,1,legacy_phase_reference_v1,False,False,not_an_active_runtime_consumer
docs/guides/scripts/README.md,historical_or_metadata_reference,legacy_path_contract,other_reference,2,"--phase-reference-mode legacy,legacy_phase_reference_v1",False,False,not_an_active_runtime_consumer
docs/guides/sop/workflows/relaxtime_transport.md,historical_or_metadata_reference,legacy_path_contract,other_reference,1,--phase-reference-mode legacy,False,False,not_an_active_runtime_consumer
docs/notes/pnjl/一阶相变方法对比.md,historical_or_metadata_reference,legacy_path_contract,other_reference,1,data/reference/pnjl/boundary.csv,False,False,not_an_active_runtime_consumer
docs/superpowers/plans/2026-04-27-relaxtime-xi-smoothness-sampling-implementation-plan.md,historical_or_metadata_reference,legacy_path_contract,other_reference,2,"data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv",False,False,not_an_active_runtime_consumer
scripts/analysis/pnjl/audit_issue130_phase_reference_legacy_retirement.py,migration_audit_tooling,current_retirement_audit,active_repository_contract,0,,True,False,retain_as_history_or_reclassify
scripts/analysis/pnjl/audit_issue130_phase_reference_runtime_consumers.py,migration_audit_tooling,historical_path_contract,active_repository_contract,5,"data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv,data/reference/pnjl/crossover_dense.csv,data/reference/pnjl/phase_reference_dense_manifest.json,data/reference/pnjl/spinodals.csv",True,True,migration_required_before_delete
scripts/analysis/pnjl/build_issue130_rs_runtime_consumer_smoke_v2.py,diagnostic_tooling,historical_snapshot_input,active_repository_contract,5,"--phase-reference-mode legacy,legacy_phase_reference_v1",True,True,migration_required_before_delete
scripts/analysis/pnjl/build_issue130_rs_runtime_parity_evidence.py,diagnostic_tooling,historical_snapshot_input,active_repository_contract,4,"data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv,data/reference/pnjl/crossover_dense.csv,data/reference/pnjl/spinodals.csv",True,True,migration_required_before_delete
scripts/analysis/pnjl/import_issue130_phase_reference.py,migration_tooling,historical_path_contract,active_repository_contract,5,"data/reference/pnjl/boundary.csv,data/reference/pnjl/cep.csv,data/reference/pnjl/crossover_dense.csv,data/reference/pnjl/phase_reference_dense_manifest.json,data/reference/pnjl/spinodals.csv",True,True,migration_required_before_delete
scripts/analysis/pnjl_cep_narrow_pilot.jl,analysis_tooling,historical_diagnostic_input,active_repository_contract,1,legacy_phase_reference_v1,True,False,retain_as_history_or_reclassify
scripts/analysis/pnjl_cep_narrow_pilot_v2.jl,analysis_tooling,historical_diagnostic_input,active_repository_contract,1,legacy_phase_reference_v1,True,False,retain_as_history_or_reclassify
scripts/analysis/relaxtime/audit_issue130_rs_old_reference_retirement.py,migration_audit_tooling,historical_path_contract,active_repository_contract,3,"--phase-reference-mode legacy,legacy_phase_reference_v1",True,True,migration_required_before_delete
scripts/analysis/relaxtime/build_phase_guided_pole_sensitive_rendering.py,analysis_tooling,historical_legacy_input,active_repository_contract,2,data/reference/pnjl/boundary.csv,True,True,migration_required_before_delete
scripts/analysis/relaxtime/import_issue130_rs_candidate_results.py,migration_tooling,historical_path_contract,active_repository_contract,2,--phase-reference-mode legacy,True,True,migration_required_before_delete
scripts/dev/export_pnjl_chi_b_taylordiff_baseline.jl,baseline_export,legacy_cep_baseline,active_repository_contract,1,legacy_phase_reference_v1,True,True,migration_required_before_delete
scripts/perf/pnjl_chi_b_taylordiff_probe.jl,performance_probe,legacy_cep_baseline,active_repository_contract,1,legacy_phase_reference_v1,True,True,migration_required_before_delete
scripts/pnjl/phase_reference_adapter.py,runtime_adapter,fallback_or_rollback,active_repository_contract,0,,True,True,migration_required_before_delete
scripts/pnjl/plot_phase_diagram.py,plot_consumer,legacy_input,active_repository_contract,3,legacy_phase_reference_v1,True,True,migration_required_before_delete
scripts/pnjl/validate_phase_data.py,validation_consumer,legacy_input,active_repository_contract,1,legacy_phase_reference_v1,True,True,migration_required_before_delete
scripts/relaxtime/generate_xi_smoothness_params.jl,diagnostic_consumer,legacy_input,active_repository_contract,1,legacy_phase_reference_v1,True,True,migration_required_before_delete
scripts/relaxtime/phase_reference_adapter.jl,runtime_adapter,fallback_or_rollback,active_repository_contract,6,"legacy_phase_reference_v1,load_default_phase_reference_runtime,load_phase_reference_runtime_with_fallback",True,True,migration_required_before_delete
scripts/relaxtime/run_gap_transport_scan.jl,runtime_consumer,candidate_with_legacy_fallback,active_repository_contract,3,"legacy_phase_reference_v1,load_phase_reference_runtime_with_fallback",True,True,migration_required_before_delete
scripts/relaxtime/xi_smoothness_sampling_lib.jl,diagnostic_consumer,legacy_input,active_repository_contract,1,legacy_phase_reference_v1,True,True,migration_required_before_delete
tests/regression/pnjl/test_pnjl_chi_b_taylordiff_cep_smoke.jl,regression_test,legacy_cep_baseline,active_repository_contract,1,legacy_phase_reference_v1,True,True,migration_required_before_delete
tests/unit/python/test_issue130_phase_reference_retirement.py,snapshot_contract_test,snapshot_integrity_contract,active_repository_contract,2,legacy_phase_reference_v1,True,True,migration_required_before_delete
tests/unit/python/test_issue130_rs_numerical_pilot.py,historical_contract_test,historical_snapshot_input,active_repository_contract,1,legacy_phase_reference_v1,True,True,migration_required_before_delete
tests/unit/python/test_issue130_rs_old_reference_physical_deletion.py,snapshot_contract_test,snapshot_integrity_contract,active_repository_contract,1,legacy_phase_reference_v1,True,True,migration_required_before_delete
tests/unit/python/test_pnjl_phase_reference_adapter.py,adapter_contract_test,fallback_or_rollback,active_repository_contract,1,legacy_phase_reference_v1,True,True,migration_required_before_delete
tests/unit/relaxtime/test_phase_reference_adapter.jl,adapter_contract_test,fallback_or_rollback,active_repository_contract,3,"load_default_phase_reference_runtime,load_phase_reference_runtime_with_fallback",True,True,migration_required_before_delete
