path,line,token,classification,role,snippet
data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,11,data/reference/pnjl/boundary.csv,snapshot_metadata,legacy_path_contract,"{""source_path"": ""data/reference/pnjl/boundary.csv"", ""path"": ""boundary.csv"", ""bytes"": 3221, ""sha256"": ""5480a3048177be5ff4a2e7314c56d228dacaa5899ff7fe07f3417e1139cf5890""},"
data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,12,data/reference/pnjl/cep.csv,snapshot_metadata,legacy_path_contract,"{""source_path"": ""data/reference/pnjl/cep.csv"", ""path"": ""cep.csv"", ""bytes"": 651, ""sha256"": ""8bdda456f2495ff322f80a802ee1efab56567bbfce18f26617544d505be4d65c""},"
data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,13,data/reference/pnjl/crossover_dense.csv,snapshot_metadata,legacy_path_contract,"{""source_path"": ""data/reference/pnjl/crossover_dense.csv"", ""path"": ""crossover_dense.csv"", ""bytes"": 27507, ""sha256"": ""0f811c3648a18a26d7a1a6383e08466638d7484a0c7b984c7ceb9c84661aa4df""},"
data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,15,data/reference/pnjl/phase_reference_dense_manifest.json,snapshot_metadata,legacy_path_contract,"{""source_path"": ""data/reference/pnjl/phase_reference_dense_manifest.json"", ""path"": ""phase_reference_dense_manifest.json"", ""bytes"": 8059, ""sha256"": ""07b58593efc8a6729c6db2247ad03d6b5564003fe06eb96eb38897501cd7af39""},"
data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,16,data/reference/pnjl/spinodals.csv,snapshot_metadata,legacy_path_contract,"{""source_path"": ""data/reference/pnjl/spinodals.csv"", ""path"": ""spinodals.csv"", ""bytes"": 4916, ""sha256"": ""96accaa2a1d863406e8d9bb961c3c39532e0372d8e0550a463749f220b1de33f""}"
data/reference/pnjl/legacy_phase_reference_v1/crossover_dense.meta.json,170,data/reference/pnjl/crossover_dense.csv,snapshot_metadata,legacy_path_contract,"""path"": ""data/reference/pnjl/crossover_dense.csv"","
data/reference/pnjl/legacy_phase_reference_v1/phase_reference_dense_manifest.json,244,data/reference/pnjl/phase_reference_dense_manifest.json,snapshot_metadata,legacy_path_contract,"""path"": ""data/reference/pnjl/phase_reference_dense_manifest.json"""
data/reference/pnjl/legacy_phase_reference_v1/phase_reference_dense_manifest.json,250,data/reference/pnjl/crossover_dense.csv,snapshot_metadata,legacy_path_contract,"""path"": ""data/reference/pnjl/crossover_dense.csv"","
docs/analysis/pnjl/phase_reference/issue130_phase_reference_runtime_consumer_audit_v1/tables/legacy_reference_snapshot.csv,2,data/reference/pnjl/boundary.csv,historical_evidence,migration_or_audit_tooling,"data/reference/pnjl/boundary.csv,3221,5480a3048177be5ff4a2e7314c56d228dacaa5899ff7fe07f3417e1139cf5890,""xi,T_MeV,mu_transition_MeV,rho_hadron,rho_quark"""
docs/analysis/pnjl/phase_reference/issue130_phase_reference_runtime_consumer_audit_v1/tables/legacy_reference_snapshot.csv,3,data/reference/pnjl/cep.csv,historical_evidence,migration_or_audit_tooling,"data/reference/pnjl/cep.csv,651,8bdda456f2495ff322f80a802ee1efab56567bbfce18f26617544d505be4d65c,""xi,T_CEP_MeV,muq_CEP_MeV,muB_CEP_MeV"""
docs/analysis/pnjl/phase_reference/issue130_phase_reference_runtime_consumer_audit_v1/tables/legacy_reference_snapshot.csv,4,data/reference/pnjl/spinodals.csv,historical_evidence,migration_or_audit_tooling,"data/reference/pnjl/spinodals.csv,4916,96accaa2a1d863406e8d9bb961c3c39532e0372d8e0550a463749f220b1de33f,""xi,T_MeV,mu_spinodal_hadron_MeV,mu_spinodal_quark_MeV,rho_spinodal_hadron,rho_spinodal_quark"""
docs/analysis/pnjl/phase_reference/issue130_phase_reference_runtime_consumer_audit_v1/tables/legacy_reference_snapshot.csv,5,data/reference/pnjl/crossover_dense.csv,historical_evidence,migration_or_audit_tooling,"data/reference/pnjl/crossover_dense.csv,27507,0f811c3648a18a26d7a1a6383e08466638d7484a0c7b984c7ceb9c84661aa4df,""xi,mu_MeV,T_crossover_MeV,rho,method,converged,derivative,variable"""
docs/analysis/pnjl/phase_reference/issue130_phase_reference_runtime_consumer_audit_v1/tables/legacy_reference_snapshot.csv,6,data/reference/pnjl/phase_reference_dense_manifest.json,historical_evidence,migration_or_audit_tooling,"data/reference/pnjl/phase_reference_dense_manifest.json,8059,07b58593efc8a6729c6db2247ad03d6b5564003fe06eb96eb38897501cd7af39,json"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v1/input_inventory.csv,8,data/reference/pnjl/boundary.csv,historical_evidence,legacy_path_contract,"data/reference/pnjl/boundary.csv,3221,5480a3048177be5ff4a2e7314c56d228dacaa5899ff7fe07f3417e1139cf5890"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v1/input_inventory.csv,9,data/reference/pnjl/cep.csv,historical_evidence,legacy_path_contract,"data/reference/pnjl/cep.csv,651,8bdda456f2495ff322f80a802ee1efab56567bbfce18f26617544d505be4d65c"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v1/input_inventory.csv,10,data/reference/pnjl/crossover_dense.csv,historical_evidence,legacy_path_contract,"data/reference/pnjl/crossover_dense.csv,27507,0f811c3648a18a26d7a1a6383e08466638d7484a0c7b984c7ceb9c84661aa4df"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v1/input_inventory.csv,11,data/reference/pnjl/spinodals.csv,historical_evidence,legacy_path_contract,"data/reference/pnjl/spinodals.csv,4916,96accaa2a1d863406e8d9bb961c3c39532e0372d8e0550a463749f220b1de33f"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v1/manifest.json,57,data/reference/pnjl/boundary.csv,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/boundary.csv"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v1/manifest.json,62,data/reference/pnjl/cep.csv,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/cep.csv"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v1/manifest.json,67,data/reference/pnjl/crossover_dense.csv,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/crossover_dense.csv"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v1/manifest.json,72,data/reference/pnjl/spinodals.csv,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/spinodals.csv"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/README.md,13,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,- legacy snapshot: `data/reference/pnjl/legacy_phase_reference_v1`
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/README.md,20,--phase-reference-mode legacy,historical_evidence,fallback_or_rollback,`legacy` 模式验证显式 `--phase-reference-mode legacy` rollback；diagnostic 模式
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/consumer_source_smoke.json,59,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""legacy_root"": ""data/reference/pnjl/legacy_phase_reference_v1/{boundary.csv,cep.csv,crossover_dense.csv,spinodals.csv}"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/consumer_source_smoke.json,61,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""legacy_root_source"": ""data/reference/pnjl/legacy_phase_reference_v1"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/decision.json,4,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""legacy_snapshot"": ""data/reference/pnjl/legacy_phase_reference_v1"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/input_inventory.csv,8,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"data/reference/pnjl/legacy_phase_reference_v1/boundary.csv,3221,5480a3048177be5ff4a2e7314c56d228dacaa5899ff7fe07f3417e1139cf5890"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/input_inventory.csv,9,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"data/reference/pnjl/legacy_phase_reference_v1/cep.csv,651,8bdda456f2495ff322f80a802ee1efab56567bbfce18f26617544d505be4d65c"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/input_inventory.csv,10,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"data/reference/pnjl/legacy_phase_reference_v1/crossover_dense.csv,27507,0f811c3648a18a26d7a1a6383e08466638d7484a0c7b984c7ceb9c84661aa4df"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/input_inventory.csv,11,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"data/reference/pnjl/legacy_phase_reference_v1/crossover_dense.meta.json,4305,2ede138c91cc6ea88757b686aef074a003cea3565010d5009f8ccc5cb4956d1e"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/input_inventory.csv,12,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"data/reference/pnjl/legacy_phase_reference_v1/phase_reference_dense_manifest.json,8059,07b58593efc8a6729c6db2247ad03d6b5564003fe06eb96eb38897501cd7af39"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/input_inventory.csv,13,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"data/reference/pnjl/legacy_phase_reference_v1/README.md,510,aedce8782b7eeebed889f6c0b170f1d1a0f85dc49cc2c867a971265f8d1f4b63"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/input_inventory.csv,14,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json,1580,1bb479e1876ac94157d5f2d04e435ff60fcb7e4e2615f169c22680d7aec1ce1d"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/input_inventory.csv,15,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"data/reference/pnjl/legacy_phase_reference_v1/spinodals.csv,4916,96accaa2a1d863406e8d9bb961c3c39532e0372d8e0550a463749f220b1de33f"
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/manifest.json,79,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/legacy_phase_reference_v1/boundary.csv"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/manifest.json,84,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/legacy_phase_reference_v1/cep.csv"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/manifest.json,89,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/legacy_phase_reference_v1/crossover_dense.csv"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/manifest.json,94,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/legacy_phase_reference_v1/crossover_dense.meta.json"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/manifest.json,99,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/legacy_phase_reference_v1/phase_reference_dense_manifest.json"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/manifest.json,104,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/legacy_phase_reference_v1/README.md"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/manifest.json,109,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/legacy_phase_reference_v1/RETIREMENT_MANIFEST.json"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/manifest.json,114,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""path"": ""data/reference/pnjl/legacy_phase_reference_v1/spinodals.csv"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/manifest.json,118,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""legacy_snapshot_root"": ""data/reference/pnjl/legacy_phase_reference_v1"","
docs/analysis/pnjl/phase_reference/issue130_rs_transport_runtime_parity_v2/manifest.json,195,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""legacy_root"": ""data/reference/pnjl/legacy_phase_reference_v1/{boundary.csv,cep.csv,crossover_dense.csv,spinodals.csv}"","
docs/analysis/relaxtime/issue130_rs_old_reference_physical_deletion_v1/README.md,22,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,- `data/reference/pnjl/legacy_phase_reference_v1`（这是 PNJL phase-reference
docs/analysis/relaxtime/issue130_rs_old_reference_physical_deletion_v1/deletion_manifest.json,20,legacy_phase_reference_v1,historical_evidence,legacy_path_contract,"""data/reference/pnjl/legacy_phase_reference_v1"","
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/README.md,15,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,本审计的 old reference 指 RS phase-guided transport 的 `first_canonical_v2...prod_v1` mode-A/mode-B。更早的 `first_canonical_v1`/`xi005` 树另列为历史证据，不自动纳入当前 runtime fallback 的删除范围。PNJL phase-reference 的 `legacy_phase_reference_v1` 是另一条已经完成 canonical-pat
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/consumer_reference_map.csv,343,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"docs/analysis/relaxtime/issue130_rs_transport_formal_raw_promotion_v1/README.md,35,prod_v1,historical_evidence,fallback_or_rollback,显式 `--phase-reference-mode legacy` rollback 以及旧 `prod_v1` 结果继续保留，直到另行审查"
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/consumer_reference_map.csv,401,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"docs/dev/active/2026-08-28_Issue130_RS_old_reference_retirement_audit.md,31,prod_v1,active_governance_document,fallback_or_rollback,- [x] 核对两套 current `prod_v2` manifest 记录的 `legacy_prod_v1_tree_hash` 与实际旧 tree；确认显式 `--phase-reference-mode "
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/consumer_reference_map.csv,445,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"scripts/analysis/relaxtime/audit_issue130_rs_old_reference_retirement.py,724,prod_v1,historical_or_audit_tooling,fallback_or_rollback,""""""本审计的 old reference 指 RS phase-guided transport 的 `first_canonical_v2...prod_v1` mode-A/mode-B。更早的 `firs"
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/consumer_smoke.csv,4,legacy_phase_reference_v1,historical_evidence,migration_or_audit_tooling,"scripts/relaxtime/phase_reference_adapter.jl,legacy_snapshot_and_source_switch,legacy_phase_reference_v1,pass,0,False"
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/reference_inventory.csv,7,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"result,mode_a_fixed_muB_phase_scaled,first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,data/outputs/results/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v2_p128_xi001_onshellkernel_vali"
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/reference_inventory.csv,11,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"figure,mode_a_fixed_muB_phase_scaled,first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,data/outputs/figures/relaxtime/transport/phase_guided/mode_a_fixed_muB_phase_scaled/first_canonical_v2_p128_xi001_onshellkernel_vali"
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/reference_inventory.csv,15,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"result,mode_b_fixed_T_sparse_muB,first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,data/outputs/results/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v2_p128_xi001_onshellkernel_validated_an"
docs/analysis/relaxtime/issue130_rs_old_reference_retirement_audit_v1/reference_inventory.csv,19,--phase-reference-mode legacy,historical_evidence,migration_or_audit_tooling,"figure,mode_b_fixed_T_sparse_muB,first_canonical_v2_p128_xi001_onshellkernel_validated_anchored_prod_v2,data/outputs/figures/relaxtime/transport/phase_guided/mode_b_fixed_T_sparse_muB/first_canonical_v2_p128_xi001_onshellkernel_validated_an"
docs/analysis/relaxtime/issue130_rs_transport_formal_raw_promotion_v1/README.md,35,--phase-reference-mode legacy,historical_evidence,fallback_or_rollback,显式 `--phase-reference-mode legacy` rollback 以及旧 `prod_v1` 结果继续保留，直到另行审查
docs/analysis/relaxtime/issue130_rs_transport_formal_raw_promotion_v1/manifest.json,96,--phase-reference-mode legacy,historical_evidence,fallback_or_rollback,"""legacy fallback and --phase-reference-mode legacy rollback remain available"","
docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/README.md,65,data/reference/pnjl/boundary.csv,historical_evidence,legacy_path_contract,"结果见 `tables/phase_anchor_coexistence_audit.csv`。当前 `mu_B=900 MeV` 的 `T=125.06992 MeV` 来自旧 `data/reference/pnjl/boundary.csv` 在 `T=110,130 MeV` 两点之间的线性插值；在相同 `p_num=12,t_num=6` 口径下直接求 `xi=0` 两分支等势，得到 bracket 中点 `T=125.76661 MeV`，比旧锚点高约 `0.69"
docs/analysis/relaxtime/phase_guided_transport/phase_guided_transport_v2_pole_sensitive_rendering/tables/claim_ledger.csv,8,data/reference/pnjl/boundary.csv,historical_evidence,legacy_path_contract,"CLAIM-V2-POLE-007,numerical_anchor_issue_supported,当前 mode A 在 muB=900 MeV 的 alpha_T=1.0 温度来自旧稀疏 boundary.csv 插值，比同一 12/6 热力学口径下直接两分支等势温度低约 0.697 MeV；xi=-0.003 与 +0.003 可在暂定共存温度 bracket 两端分别认证为稳定夸克相和稳定强子相。,tables/phase_anchor_coexistence_au"
docs/dev/active/2026-08-23_Issue130_RS_phase-reference_adapter_parity.md,16,legacy_phase_reference_v1,active_governance,fallback_or_rollback,- legacy fallback：`data/reference/pnjl/legacy_phase_reference_v1/` versioned snapshot
docs/dev/active/2026-08-23_Issue130_RS_phase-reference_adapter_parity.md,18,--phase-reference-mode legacy,active_governance,fallback_or_rollback,- rollback：`--phase-reference-mode legacy`
docs/dev/active/2026-08-23_Issue130_phase-reference-runtime-switch.md,14,--phase-reference-mode legacy,active_governance,fallback_or_rollback,- `--phase-reference-mode legacy` 是显式 rollback；`diagnostic` 只允许审计 candidate，
docs/dev/active/2026-08-23_Issue130_phase-reference-runtime-switch.md,29,--phase-reference-mode legacy,active_governance,fallback_or_rollback,`--phase-reference-mode legacy` rollback 通过；这些证据不等价于 RS 数值 production parity。
docs/dev/active/2026-08-23_Issue130_phase-reference-runtime-switch.md,47,legacy_phase_reference_v1,active_governance,legacy_path_contract,"`legacy_phase_reference_v1/{boundary.csv,cep.csv,crossover_dense.csv,spinodals.csv}`"
docs/dev/active/2026-08-24_Issue130_phase-reference-retirement.md,13,legacy_phase_reference_v1,active_governance,legacy_path_contract,`data/reference/pnjl/legacy_phase_reference_v1/` snapshot。
docs/dev/active/2026-08-24_Issue130_phase-reference-retirement.md,15,--phase-reference-mode legacy,active_governance,fallback_or_rollback,`--phase-reference-mode legacy` rollback，以及历史结果复现。
docs/dev/active/2026-08-27_Issue130_RS_publication_clean_and_old_reference_retirement.md,43,--phase-reference-mode legacy,active_governance,fallback_or_rollback,- [x] 在不调用 solver 的前提下验证默认 `prod_v2` 分析路径、显式 `--phase-reference-mode legacy` 回退和 versioned legacy snapshot 均可解析。详见 `consumer_smoke.csv` 与 `fallback_smoke.csv`。
docs/dev/active/2026-08-28_Issue130_PNJL_legacy_phase-reference_retirement_and_physical_cleanup.md,11,legacy_phase_reference_v1,active_governance,legacy_path_contract,candidate，并保留 `data/reference/pnjl/legacy_phase_reference_v1/` 作为逐键
docs/dev/active/2026-08-28_Issue130_PNJL_legacy_phase-reference_retirement_and_physical_cleanup.md,48,legacy_phase_reference_v1,active_governance,legacy_path_contract,- legacy：`data/reference/pnjl/legacy_phase_reference_v1/`，其
docs/dev/active/2026-08-28_Issue130_PNJL_legacy_phase-reference_retirement_and_physical_cleanup.md,142,legacy_phase_reference_v1,active_governance,legacy_path_contract,到当前 `legacy_phase_reference_v1` snapshot，不重算数值、不删除证据。
docs/dev/active/2026-08-28_Issue130_RS_old_reference_retirement_audit.md,13,legacy_phase_reference_v1,active_governance,migration_or_audit_tooling,- PNJL phase-reference 的 `legacy_phase_reference_v1` 已由 PR #264 完成 canonical-path retirement，
docs/dev/active/2026-08-28_Issue130_RS_old_reference_retirement_audit.md,32,--phase-reference-mode legacy,active_governance,migration_or_audit_tooling,- [x] 核对两套 current `prod_v2` manifest 记录的 `legacy_prod_v1_tree_hash` 与实际旧 tree；确认显式 `--phase-reference-mode legacy` 和 fallback 标志仍存在。
docs/dev/archived/2026-01-19_PNJL_Solver_Refactoring_Notes.md,689,data/reference/pnjl/boundary.csv,historical_evidence,legacy_path_contract,"- `data/reference/pnjl/boundary.csv` - 相变线数据（xi=0.0, 0.2, 0.4）"
docs/dev/archived/2026-01-19_PNJL_Solver_Refactoring_Notes.md,690,data/reference/pnjl/cep.csv,historical_evidence,legacy_path_contract,"- `data/reference/pnjl/cep.csv` - CEP 数据（xi=0.0, 0.2, 0.4）"
docs/dev/archived/2026-01-19_PNJL_Solver_Refactoring_Notes.md,703,data/reference/pnjl/boundary.csv,historical_evidence,legacy_path_contract,- 自动加载 `data/reference/pnjl/boundary.csv` 和 `cep.csv`
docs/dev/archived/2026-05-07_弛豫时间相图邻域扫描与data资产任务单.md,60,data/reference/pnjl/crossover_dense.csv,historical_evidence,legacy_path_contract,- [x] 已补 `data/reference/pnjl/crossover_dense.csv` 与 `crossover_dense.meta.json`
docs/dev/archived/2026-05-08_PNJL dense reference CI与artifact固化任务单.md,32,data/reference/pnjl/crossover_dense.csv,historical_evidence,legacy_path_contract,- `data/reference/pnjl/crossover_dense.csv`
docs/dev/archived/2026-05-08_PNJL dense reference CI与artifact固化任务单.md,415,data/reference/pnjl/crossover_dense.csv,historical_evidence,legacy_path_contract,- [x] `data/reference/pnjl/crossover_dense.csv`
docs/dev/archived/2026-05-08_PNJL dense reference CI与artifact固化任务单.md,417,data/reference/pnjl/phase_reference_dense_manifest.json,historical_evidence,legacy_path_contract,- [x] `data/reference/pnjl/phase_reference_dense_manifest.json`
docs/dev/archived/2026-05-30_P1论文图后端能力任务单.md,191,data/reference/pnjl/spinodals.csv,historical_evidence,legacy_path_contract,- 对比对象：`data/reference/pnjl/spinodals.csv` 与 `data/reference/pnjl/trho_scan_xi0.0.csv`，对应正式相图 `data/outputs/figures/pnjl/phase_diagrams/phase_diagram_combined.png`。
